Date,num_accidents,SeverityDeadly,SeverityLight.Injury,SeverityMaterial.High,SeverityMaterial.Low,SeveritySevere.Injury,Accident_CategoryFixed.Object,Accident_CategoryMoving.Object,Accident_CategoryNo.Collision,Auth_Speed10,Auth_Speed100,Auth_Speed20,Auth_Speed30,Auth_Speed40,Auth_Speed50,Auth_Speed60,Auth_Speed70,Auth_Speed80,Auth_Speed90,Surface_CondDry,Surface_CondHard.snow,Surface_CondIce,Surface_CondMud,Surface_CondOil,Surface_CondSand.or.gravel,Surface_CondSlush,Surface_CondSnow,Surface_CondWater.accumulation,Surface_CondWet,IlluminationDay.and.clear,IlluminationDay.and.semi.dark,IlluminationNight.and.dark,IlluminationNight.and.lighted,EnvironmentCommercial,EnvironmentForest,EnvironmentIndustrial,EnvironmentPark,EnvironmentResidential,EnvironmentRural,EnvironmentSchool.area,WeatherBlack.Ice,WeatherClear.Sky,WeatherCloudy,WeatherDrizzle,WeatherFoggy,WeatherHeavy.Rain,WeatherSnow,WeatherSnowstorms,WeatherStrong.Wind,Temp,Rel.Hum,Wind.Spd,Dew.Point.Temp,Stn_Press,Wind.Dir,weekdays,days
2015-12-27,52,0,6,29,17,0,12,37,0,0,0,0,3,5,20,1,0,0,0,7,0,5,0,0,0,11,24,0,3,19,4,1,25,21,0,3,1,22,0,0,1,15,7,0,0,0,25,0,0,-0.879166666666667,90.5833333333333,7.25,-2.31666666666667,100.80125,4.95833333333333,1,6
2015-12-28,31,0,9,10,12,0,3,26,0,0,0,0,0,6,10,1,0,0,0,9,3,9,0,0,0,0,5,0,3,19,2,0,9,18,0,1,0,9,0,2,1,22,4,0,0,0,1,1,0,-9.29166666666667,67.5416666666667,9.875,-14.2,102.625416666667,8.875,0,0
2015-12-29,71,0,4,33,34,0,10,53,1,0,0,0,1,15,27,0,0,0,0,1,1,2,0,0,0,2,64,0,0,28,10,0,32,27,0,1,0,41,0,0,0,3,4,0,0,0,41,22,0,-9.67916666666667,92.7916666666667,11.7083333333333,-10.6875,101.56125,3.375,0,1
2015-12-30,68,0,12,23,33,0,4,57,0,0,0,0,1,9,24,2,0,0,0,2,0,2,0,0,0,1,58,0,2,33,7,0,23,31,0,4,0,30,0,0,0,18,16,0,0,0,26,3,0,-7.15833333333333,96.75,7.375,-7.59583333333333,101.343333333333,3.5,0,2
2015-12-31,63,0,8,24,31,0,2,57,1,1,0,0,1,9,25,1,0,0,0,3,4,0,0,0,0,7,33,0,11,27,5,1,28,27,0,3,0,31,0,0,0,30,25,0,0,0,3,0,0,-2.09583333333333,94.0,5.33333333333333,-2.97083333333333,100.627916666667,19.0416666666667,0,3
2016-01-01,31,0,3,14,14,0,8,23,0,0,0,0,0,3,14,1,0,0,0,3,0,1,0,0,0,7,13,1,5,9,3,1,17,13,0,1,1,16,0,0,0,11,12,0,0,0,6,0,0,-1.47916666666667,87.5416666666667,5.16666666666667,-3.2875,100.177083333333,19.75,0,4
2016-01-02,45,0,7,20,18,0,2,42,0,0,0,0,3,3,16,0,0,0,0,0,2,1,0,0,0,4,19,0,19,22,0,0,19,16,0,0,0,29,0,0,0,19,15,0,1,0,8,0,0,-1.525,79.7916666666667,7.25,-4.56666666666667,100.019166666667,19.9166666666667,1,5
2016-01-03,101,0,12,54,35,0,16,72,1,0,0,0,4,9,51,0,0,0,0,0,5,21,0,0,0,10,53,0,6,19,11,0,67,36,0,7,0,51,0,2,0,16,16,0,0,0,58,1,1,-2.44166666666667,94.25,8.29166666666667,-3.27083333333333,99.6945833333333,14.9583333333333,1,6
2016-01-04,138,0,29,69,40,0,16,115,1,2,0,0,3,20,66,0,0,0,0,5,6,94,0,0,0,0,23,0,6,92,4,1,31,58,0,2,0,73,0,0,1,104,11,0,0,0,11,1,0,-15.8125,66.5416666666667,11.5416666666667,-20.6375,101.699583333333,11.2083333333333,0,0
2016-01-05,80,1,16,34,29,0,3,73,0,0,0,0,1,12,32,0,0,0,0,10,12,30,0,0,0,1,12,0,9,54,4,0,17,41,0,4,1,31,0,1,0,64,8,0,0,0,3,0,0,-14.3291666666667,77.875,6.66666666666667,-17.35,102.55125,22.5,0,1
2016-01-06,62,0,12,25,24,1,6,54,2,0,0,0,1,8,33,0,1,0,0,7,4,6,0,0,0,3,13,0,24,32,4,0,22,28,0,2,0,31,0,0,0,47,8,0,0,0,3,0,0,-5.30833333333333,76.2916666666667,5.29166666666667,-8.92916666666667,101.84625,21.4583333333333,0,2
2016-01-07,52,1,6,21,21,3,4,45,1,1,0,0,3,12,19,1,0,0,0,11,0,0,0,0,0,1,14,0,26,30,4,0,17,25,0,3,1,20,0,2,0,40,10,0,0,0,2,0,0,-1.8625,71.2083333333333,4.70833333333333,-6.47916666666667,101.645833333333,23.25,0,3
2016-01-08,47,0,7,25,13,2,6,38,0,0,0,0,0,7,21,1,0,0,0,13,1,7,0,0,0,4,5,0,14,28,4,0,13,18,0,3,1,21,0,1,0,34,8,0,0,0,1,0,0,-2.74583333333333,83.125,6.66666666666667,-5.27916666666667,101.434583333333,15.8333333333333,0,4
2016-01-09,45,0,8,23,14,0,3,39,0,0,0,1,0,3,25,0,0,0,0,2,1,3,0,0,0,3,2,0,31,17,7,0,19,23,0,2,0,19,1,0,0,11,9,21,0,0,1,0,0,3.19583333333333,83.6666666666667,7.29166666666667,0.695833333333333,100.900416666667,19.125,1,5
2016-01-10,43,0,11,20,12,0,7,34,0,0,0,0,2,4,21,1,0,0,0,6,0,0,0,0,0,0,2,0,35,13,3,1,26,24,0,2,0,17,0,0,0,13,15,12,0,2,0,0,1,4.92916666666667,86.0416666666667,6.70833333333333,2.75833333333333,99.24,16.7916666666667,1,6
2016-01-11,57,0,18,20,18,1,3,53,0,1,0,0,1,4,28,1,0,0,0,42,0,2,0,0,0,2,4,0,3,29,3,1,19,28,0,5,0,21,0,1,0,47,3,1,0,0,1,0,2,-7.0,61.4583333333333,8.0,-13.2125,99.61125,22.2916666666667,0,0
2016-01-12,79,0,13,33,31,2,7,67,2,0,0,0,3,11,37,3,0,0,0,11,0,2,0,0,0,3,55,1,2,36,5,0,34,34,0,5,0,37,0,0,0,17,5,0,0,0,45,7,0,-6.92916666666667,83.3333333333333,5.5,-9.39166666666667,99.9254166666667,18.1666666666667,0,1
2016-01-13,83,0,16,38,28,1,10,69,2,0,0,0,2,16,34,2,0,0,0,3,6,4,0,0,1,7,47,0,12,51,4,1,24,29,0,6,1,41,0,4,0,61,7,0,0,0,9,1,1,-9.66666666666667,74.7916666666667,6.95833333333333,-13.3375,99.7141666666667,20.4583333333333,0,2
2016-01-14,51,0,9,20,22,0,5,44,1,0,0,0,1,6,21,0,0,0,0,4,1,3,0,0,0,3,24,0,12,21,2,0,24,21,0,2,0,24,0,1,0,28,11,0,0,0,9,0,0,-11.3666666666667,87.5833333333333,4.0,-13.0333333333333,100.14,19.7083333333333,0,3
2016-01-15,50,0,4,23,22,1,7,41,1,2,0,0,2,7,18,0,1,0,0,9,2,0,0,0,0,4,18,0,15,27,6,0,17,26,0,4,0,15,0,2,0,28,15,0,0,0,3,0,0,-10.5708333333333,84.3333333333333,9.54166666666667,-12.8208333333333,100.375,4.41666666666667,0,4
2016-01-16,51,0,7,20,23,1,8,43,0,0,0,0,0,10,21,0,0,0,0,3,2,1,0,0,0,9,24,0,10,23,2,0,23,23,1,1,0,26,0,0,0,23,6,0,0,0,16,0,0,-4.9875,87.5,9.95833333333333,-6.775,99.0583333333333,8.66666666666667,1,5
2016-01-17,35,0,8,15,12,0,4,29,0,1,0,0,0,10,13,0,0,0,0,2,1,1,0,0,0,5,10,0,15,16,3,0,15,19,0,0,0,13,0,1,0,24,9,0,0,0,1,0,0,-7.1125,73.5833333333333,6.08333333333333,-11.05,100.014583333333,11.3333333333333,1,6
2016-01-18,81,0,13,33,35,0,9,68,0,0,0,1,2,8,40,0,0,0,0,2,1,3,0,0,0,6,62,0,4,50,6,0,19,38,0,3,0,36,0,2,0,20,14,0,0,0,39,3,1,-9.88333333333333,87.2916666666667,7.79166666666667,-11.6083333333333,99.4858333333333,19.6666666666667,0,0
2016-01-19,67,0,7,40,20,0,3,58,0,1,0,0,1,7,31,0,0,0,0,3,2,5,0,0,0,4,43,0,8,39,7,0,18,39,0,1,1,24,0,1,0,33,24,0,0,0,5,1,1,-13.5333333333333,78.4583333333333,8.79166666666667,-16.4791666666667,100.135,22.5,0,1
2016-01-20,62,0,15,23,23,1,2,56,1,1,0,0,2,9,31,0,0,0,0,6,0,0,0,0,0,8,27,0,17,35,3,1,20,31,0,3,0,24,0,3,0,53,5,0,0,0,0,0,0,-8.10833333333333,74.7083333333333,5.33333333333333,-11.8875,100.95375,22.2916666666667,0,2
2016-01-21,71,0,21,25,24,1,2,66,1,0,0,0,2,7,40,0,1,1,0,9,6,1,0,0,0,10,7,0,34,49,2,0,15,27,0,4,0,30,0,4,0,65,3,0,0,0,0,0,0,-9.27916666666667,70.25,5.66666666666667,-13.775,101.217916666667,25.2916666666667,0,3
2016-01-22,73,0,18,22,33,0,3,68,0,0,0,0,0,6,39,1,0,0,0,19,2,4,0,0,0,5,7,0,30,44,4,0,21,33,0,2,0,32,1,2,0,63,6,0,0,0,0,0,0,-6.53333333333333,66.0833333333333,6.41666666666667,-11.9541666666667,101.567916666667,26.6666666666667,0,4
2016-01-23,73,1,11,38,23,0,7,62,2,0,0,0,3,13,31,2,0,0,0,31,2,3,0,0,0,5,11,0,17,35,2,2,33,33,0,2,0,33,0,0,0,65,6,0,0,0,0,0,0,-10.2041666666667,76.7916666666667,10.7083333333333,-13.5083333333333,101.149583333333,2.29166666666667,1,5
2016-01-24,31,0,8,12,11,0,2,29,0,0,0,0,2,1,13,0,0,0,0,18,0,1,0,0,1,0,3,0,7,16,0,0,14,16,0,2,0,10,0,2,0,22,8,0,0,0,0,0,0,-8.95416666666667,75.9583333333333,6.04166666666667,-12.5375,100.723333333333,19.8333333333333,1,6
2016-01-25,54,0,14,19,21,0,5,45,1,0,0,1,0,3,29,1,0,0,0,15,0,0,0,0,0,2,4,0,30,26,6,0,20,30,0,3,0,14,0,3,0,35,15,0,0,0,2,0,0,-3.43478260869565,81.5652173913043,5.34782608695652,-6.22173913043478,101.204782608696,20.695652173913,0,0
2016-01-26,72,0,21,28,23,0,5,60,0,0,0,0,4,11,34,0,0,0,0,4,0,1,0,0,0,8,11,0,42,37,6,0,22,36,0,6,1,22,0,3,0,19,9,19,0,0,17,0,0,1.34583333333333,82.4583333333333,8.625,-1.35,99.8158333333333,19.7083333333333,0,1
2016-01-27,57,1,10,25,20,1,3,53,0,0,0,0,1,4,23,2,0,0,0,27,2,3,0,0,0,0,2,0,20,36,4,0,14,33,0,3,0,21,0,0,0,42,13,0,0,0,0,0,0,-3.47083333333333,73.0,6.45833333333333,-7.6625,100.490833333333,22.375,0,2
2016-01-28,55,0,6,29,19,1,3,49,0,0,0,0,2,11,16,0,0,0,1,25,0,0,0,0,1,2,1,0,23,24,5,0,21,29,0,1,0,23,0,0,0,27,19,0,0,0,5,0,0,-2.24166666666667,74.9166666666667,6.08333333333333,-6.11666666666667,99.9354166666666,20.5416666666667,0,3
2016-01-29,40,0,8,14,15,3,4,32,0,0,0,0,1,6,21,0,0,0,0,9,1,4,0,0,0,1,2,0,22,19,2,0,18,19,0,0,1,20,0,0,0,15,16,1,0,0,6,0,0,-0.554166666666667,89.5416666666667,5.91666666666667,-2.1,99.125,19.7083333333333,0,4
2016-01-30,41,0,10,17,14,0,0,39,1,1,0,0,0,2,26,2,0,0,0,20,0,1,0,0,0,1,1,0,15,11,8,0,21,22,0,3,0,15,1,0,0,22,14,0,1,0,1,0,0,-5.0375,83.2083333333333,8.79166666666667,-7.4625,100.113333333333,21.4166666666667,1,5
2016-01-31,48,0,8,21,19,0,5,42,0,0,0,0,1,5,26,0,0,0,0,18,1,1,0,0,0,0,3,0,22,19,4,1,23,23,0,0,1,24,0,0,0,25,14,6,0,0,0,0,0,2.57916666666667,72.6666666666667,5.54166666666667,-1.91666666666667,99.6954166666667,19.7083333333333,1,6
2016-02-01,42,0,8,11,22,1,3,39,0,0,0,1,0,4,27,0,0,0,0,34,1,0,0,0,0,0,0,0,6,22,7,0,13,27,0,3,0,10,0,0,0,31,10,0,0,0,0,0,0,4.64347826086957,72.6086956521739,6.43478260869565,0.0347826086956521,99.5947826086956,20.0869565217391,0,0
2016-02-02,57,0,11,25,21,0,4,51,1,1,0,0,2,13,19,0,0,1,0,46,0,0,0,0,0,0,4,0,5,37,6,1,12,28,0,1,0,23,1,2,0,49,5,1,0,0,1,0,0,-3.48333333333333,66.4583333333333,6.625,-8.89166666666667,101.729583333333,11.875,0,1
2016-02-03,49,0,4,31,13,1,3,43,0,0,0,0,3,10,17,0,0,0,0,3,3,11,0,0,0,8,8,0,13,26,2,0,18,11,0,3,0,32,1,2,4,9,13,8,0,3,8,1,0,1.60416666666667,91.2083333333333,7.375,0.241666666666667,100.3075,13.375,0,2
2016-02-04,45,0,9,14,22,0,2,40,1,0,0,0,1,3,21,0,0,0,0,30,0,4,0,0,0,0,0,0,9,25,5,1,13,23,0,4,0,15,0,2,0,30,10,1,0,0,1,0,0,3.79166666666667,72.625,6.625,-0.720833333333333,100.479583333333,21.0833333333333,0,3
2016-02-05,48,0,14,20,14,0,4,42,0,0,0,0,4,2,23,0,0,0,0,35,0,0,0,0,0,1,2,0,6,31,3,0,11,21,0,1,0,23,0,1,0,39,3,0,0,0,1,1,0,-3.69166666666667,65.0833333333333,6.54166666666667,-9.34583333333333,101.359583333333,14.3333333333333,0,4
2016-02-06,96,0,18,47,31,0,7,84,1,1,0,0,1,23,38,0,0,0,0,19,4,20,0,0,0,5,28,0,19,58,5,0,29,20,0,1,3,70,0,0,0,36,21,1,0,0,34,0,0,-1.76666666666667,84.75,6.125,-4.06666666666667,101.132083333333,20.4166666666667,1,5
2016-02-07,42,0,5,22,15,0,5,36,0,0,0,0,3,5,21,0,0,0,0,16,1,5,0,0,0,0,8,0,11,20,0,0,20,12,1,1,1,24,0,1,0,24,13,0,0,0,2,0,0,-5.19166666666667,65.1666666666667,10.2916666666667,-10.8541666666667,101.18875,8.25,1,6
2016-02-08,45,0,9,14,22,0,3,38,1,1,0,0,2,3,17,1,0,0,0,26,3,4,0,0,1,0,2,0,5,31,2,0,9,23,0,3,0,11,0,5,0,26,14,0,0,0,0,1,0,-7.7625,57.875,13.2916666666667,-14.6291666666667,100.595833333333,2.91666666666667,0,0
2016-02-09,53,0,10,23,20,0,2,48,0,0,0,0,1,7,24,1,0,0,0,9,5,2,0,0,0,1,9,0,22,37,3,1,8,25,0,3,0,19,0,1,0,21,17,0,0,0,11,0,0,-7.2625,85.2916666666667,8.375,-9.36666666666667,99.6320833333333,4.0,0,1
2016-02-10,72,0,17,32,22,1,9,59,0,0,0,0,2,12,36,0,0,0,0,5,0,2,0,0,0,6,28,0,29,44,4,0,22,35,0,3,0,32,0,0,0,22,15,1,0,0,31,0,0,-6.25,91.8333333333333,6.08333333333333,-7.39166666666667,99.2179166666667,14.375,0,2
2016-02-11,70,0,18,26,26,0,8,59,1,0,0,0,4,8,34,1,0,0,0,13,1,4,0,0,0,3,27,0,21,52,2,1,14,32,0,6,1,29,0,2,0,45,20,0,0,0,5,0,0,-13.1375,80.375,6.33333333333333,-15.8416666666667,100.097916666667,26.9166666666667,0,3
2016-02-12,82,0,19,28,35,0,4,73,1,3,0,0,2,9,48,1,0,0,0,12,3,6,0,0,0,2,39,0,16,37,1,1,41,38,1,5,1,31,1,3,0,32,5,0,0,0,35,5,0,-12.6708333333333,77.7916666666667,7.33333333333333,-15.8833333333333,100.5475,19.2916666666667,0,4
2016-02-13,87,0,9,50,28,0,11,68,2,0,0,0,4,13,39,0,0,0,0,6,12,11,0,0,0,1,50,0,5,48,5,0,32,37,0,3,1,44,0,1,0,55,13,0,0,0,11,2,3,-21.1208333333333,68.5833333333333,7.125,-25.4583333333333,100.91375,23.9166666666667,1,5
2016-02-14,52,0,9,25,17,1,14,35,0,0,0,1,0,4,25,2,0,0,0,9,5,17,0,0,0,0,12,0,8,29,1,0,20,24,0,2,0,24,0,1,0,44,4,0,0,0,0,0,1,-23.3625,61.6666666666667,6.79166666666667,-28.7583333333333,102.229583333333,24.375,1,6
2016-02-15,52,0,12,20,20,0,9,43,0,0,0,0,0,3,30,1,0,0,0,5,2,9,0,0,0,3,12,0,17,32,4,0,13,37,0,3,0,10,0,0,0,39,8,0,0,0,1,0,0,-13.4375,72.0416666666667,6.20833333333333,-17.6125,101.945833333333,17.2083333333333,0,0
2016-02-16,76,0,16,24,35,1,8,65,0,0,0,0,2,9,37,1,3,0,0,3,1,10,0,0,0,8,43,0,6,51,6,0,16,43,0,8,0,19,1,2,8,7,6,14,0,1,31,5,0,-3.32083333333333,96.625,8.95833333333333,-3.7875,99.6354166666667,9.95833333333333,0,1
2016-02-17,72,0,8,32,30,2,8,62,1,0,0,0,2,8,28,6,0,0,0,4,3,5,0,0,0,13,18,0,26,46,5,0,19,37,0,6,1,24,0,1,0,49,12,0,0,0,7,0,0,-2.83333333333333,84.9583333333333,5.70833333333333,-5.03333333333333,100.415,20.9583333333333,0,2
2016-02-18,95,0,19,42,33,1,8,77,4,0,0,0,5,19,42,1,1,0,0,14,10,10,0,0,0,5,15,0,31,56,5,0,26,41,0,5,0,42,0,2,0,77,6,1,0,0,1,0,1,-10.8083333333333,74.5,5.79166666666667,-14.5458333333333,102.302916666667,26.9583333333333,0,3
2016-02-19,65,0,10,29,26,0,10,51,1,0,0,0,4,4,32,0,0,0,0,9,1,2,0,0,1,1,27,0,22,37,2,0,24,38,0,3,0,24,0,0,0,37,6,0,0,0,17,2,0,-6.45,77.4583333333333,5.91666666666667,-10.0791666666667,101.755416666667,17.375,0,4
2016-02-20,63,0,9,24,30,0,8,51,3,0,0,0,1,12,28,0,2,0,0,4,1,2,0,0,0,10,24,0,19,29,1,1,26,21,0,5,0,34,0,0,0,18,7,12,0,1,18,3,0,2.1875,90.25,9.33333333333333,0.704166666666667,99.4179166666667,18.875,1,5
2016-02-21,41,0,6,15,20,0,10,25,4,0,0,0,0,4,17,0,2,0,0,6,1,11,0,0,0,2,4,0,15,20,1,2,17,21,0,2,0,16,0,0,3,25,8,0,1,1,1,0,0,0.120833333333333,78.125,7.04166666666667,-3.43333333333333,100.349583333333,17.7083333333333,1,6
2016-02-22,43,0,13,17,13,0,0,37,2,0,0,1,0,8,17,0,0,0,0,22,2,9,0,0,0,1,3,0,3,26,2,0,14,25,0,3,0,12,0,1,0,38,3,0,0,0,0,0,0,-10.6958333333333,59.6666666666667,8.04166666666667,-17.15,101.607083333333,16.5416666666667,0,0
2016-02-23,42,0,10,16,16,0,2,34,4,0,0,0,1,8,24,0,0,0,0,33,1,1,0,0,0,0,3,0,4,27,2,0,13,21,0,2,0,17,1,0,0,31,11,0,0,0,0,0,0,-8.77916666666667,70.25,7.75,-13.2416666666667,101.985833333333,6.66666666666667,0,1
2016-02-24,94,0,12,44,37,1,21,66,4,1,0,0,0,18,38,0,1,0,0,1,1,2,0,0,0,21,49,6,12,55,12,0,24,29,0,5,0,54,0,4,3,5,11,14,0,4,48,6,0,-2.61666666666667,95.75,7.20833333333333,-3.23333333333333,100.66,5.23809523809524,0,2
2016-02-25,98,0,22,36,40,0,9,79,4,0,0,0,3,12,43,0,0,0,0,8,2,28,0,0,0,18,17,1,21,52,5,0,37,43,0,10,0,43,0,1,5,21,19,32,0,1,13,2,0,0.625,97.0833333333333,4.58333333333333,0.191666666666667,97.9683333333333,13.8333333333333,0,3
2016-02-26,78,0,12,34,32,0,8,67,1,1,0,0,3,11,41,1,0,0,0,22,3,28,0,0,0,1,9,0,11,47,5,0,22,37,0,5,0,33,0,1,0,66,6,0,0,0,1,0,1,-9.2,66.4583333333333,6.83333333333333,-14.3875,99.9270833333333,20.625,0,4
2016-02-27,52,0,9,22,21,0,5,44,0,0,0,0,1,5,29,2,0,0,0,18,3,10,0,0,0,1,4,0,16,20,3,0,28,26,0,1,1,24,0,0,0,36,13,1,0,0,1,0,0,-4.2125,71.4166666666667,10.4166666666667,-8.67083333333333,100.092083333333,20.125,1,5
2016-02-28,49,0,11,23,15,0,2,43,2,1,0,0,6,7,16,1,0,0,0,0,5,3,0,0,0,2,28,0,11,34,4,0,10,23,0,0,0,24,0,0,0,13,13,0,0,0,21,1,0,-5.55416666666667,87.5833333333333,10.9166666666667,-7.29583333333333,99.8808333333333,5.75,1,6
2016-02-29,48,0,9,23,16,0,4,40,0,0,0,0,5,8,19,0,0,0,0,3,1,21,0,0,0,4,7,0,11,29,4,0,12,21,0,4,0,20,0,2,9,13,12,7,0,0,4,1,0,-2.80833333333333,90.4583333333333,7.5,-4.23333333333333,98.9195833333333,14.2916666666667,0,0
2016-03-01,55,0,12,16,27,0,6,43,1,1,0,0,0,2,31,0,0,0,0,19,2,11,0,0,0,0,7,0,10,36,3,1,9,26,0,2,2,19,0,0,0,39,6,0,0,0,4,1,0,-11.075,61.6666666666667,7.33333333333333,-17.075,101.03625,12.0,0,1
2016-03-02,50,0,10,22,18,0,13,29,2,1,0,0,2,5,27,1,0,0,0,2,1,1,0,0,0,3,38,0,3,26,3,0,19,23,0,3,0,19,1,3,0,20,8,0,0,0,16,3,0,-9.5875,76.5833333333333,10.4583333333333,-13.1208333333333,99.7120833333333,16.4166666666667,0,2
2016-03-03,75,0,10,37,28,0,7,59,1,1,0,0,2,8,37,0,0,0,1,8,10,3,0,0,0,1,28,0,18,49,5,0,16,24,0,2,0,45,1,0,0,64,4,0,0,0,1,0,0,-14.9291666666667,52.5,5.54166666666667,-22.6041666666667,101.538333333333,28.4166666666667,0,3
2016-03-04,64,0,12,29,23,0,1,60,1,1,0,0,3,11,29,0,0,0,1,15,4,2,0,0,0,3,14,0,23,38,5,0,16,29,0,4,1,28,0,0,0,55,0,0,0,0,1,0,0,-9.58333333333333,55.1666666666667,4.08333333333333,-17.0708333333333,101.531666666667,18.9166666666667,0,4
2016-03-05,54,1,8,24,19,2,7,41,2,1,0,0,2,9,26,1,0,0,0,20,1,3,0,0,0,2,6,0,20,29,2,0,21,27,0,2,0,24,0,1,0,53,0,0,0,0,0,0,0,-6.61666666666667,62.0833333333333,4.58333333333333,-13.0208333333333,101.449166666667,19.875,1,5
2016-03-06,35,0,7,18,10,0,4,30,1,1,0,0,1,7,20,0,0,0,0,12,2,1,0,0,0,0,3,0,14,18,0,0,15,17,0,1,0,16,0,0,0,26,6,0,0,0,1,0,0,-1.06666666666667,61.5416666666667,7.16666666666667,-7.64583333333333,101.4125,23.3333333333333,1,6
2016-03-07,63,0,9,26,28,0,7,54,2,0,0,0,4,9,24,0,0,0,0,5,1,1,0,0,0,7,24,0,22,43,4,0,11,28,0,4,0,30,0,0,0,11,21,0,0,0,23,2,0,1.8125,84.7083333333333,5.54166666666667,-0.6375,100.622916666667,20.75,0,0
2016-03-08,55,0,10,15,30,0,7,41,4,0,0,0,0,7,27,0,0,0,0,15,2,0,0,0,0,1,1,0,30,40,3,0,9,30,0,3,0,18,0,0,0,27,21,0,0,0,0,0,0,3.0625,74.4583333333333,4.66666666666667,-1.05416666666667,101.122083333333,15.7916666666667,0,1
2016-03-09,54,0,21,10,23,0,4,45,3,0,0,0,0,4,25,1,0,0,0,22,0,0,0,0,0,0,0,0,29,36,2,0,13,34,0,2,0,14,0,0,0,30,12,8,0,0,0,0,0,7.8625,74.2916666666667,6.0,3.43333333333333,100.187916666667,16.1666666666667,0,2
2016-03-10,44,0,6,17,21,0,4,37,2,1,0,0,1,6,21,0,0,0,0,20,1,0,0,0,0,0,0,0,22,24,1,0,17,16,0,5,0,20,0,3,0,24,19,0,0,0,0,0,0,5.35833333333333,88.1666666666667,9.29166666666667,3.54166666666667,100.504166666667,10.5833333333333,0,3
2016-03-11,54,0,10,20,23,1,2,51,1,0,0,1,0,2,30,1,0,0,0,45,0,0,1,0,0,0,0,0,5,32,4,1,14,35,0,4,1,12,0,0,0,45,6,0,0,0,0,0,0,2.41666666666667,75.1666666666667,5.41666666666667,-1.89166666666667,101.275,18.625,0,4
2016-03-12,54,0,14,25,15,0,3,48,1,1,0,0,0,7,26,0,1,0,0,45,0,2,0,0,0,1,0,0,2,33,3,1,14,23,0,1,0,27,0,1,0,46,4,0,0,0,0,0,0,4.98333333333333,65.9583333333333,8.5,-1.4125,100.850833333333,19.9583333333333,1,5
2016-03-13,37,0,14,12,11,0,7,26,3,0,0,0,2,8,12,0,0,0,0,33,0,1,0,0,0,0,0,0,1,29,1,0,6,19,0,1,0,15,0,1,0,33,1,0,0,0,0,0,0,4.85,44.7083333333333,7.70833333333333,-6.67916666666667,101.140416666667,13.2916666666667,1,6
2016-03-14,36,0,8,14,14,0,1,34,0,0,0,0,3,2,11,0,0,0,0,13,0,1,0,0,0,0,0,0,19,23,1,0,10,21,0,2,1,12,0,0,0,12,10,11,0,0,0,0,0,1.71666666666667,73.0833333333333,8.375,-2.8,101.026666666667,13.3333333333333,0,0
2016-03-15,38,0,5,13,19,1,3,35,0,0,0,0,1,4,19,0,0,0,0,21,1,0,0,0,0,0,0,0,14,28,0,1,8,18,0,3,0,16,0,1,0,12,14,10,0,0,0,0,0,4.725,87.4166666666667,9.625,2.725,100.295833333333,12.9166666666667,0,1
2016-03-16,47,0,13,15,19,0,4,41,0,0,0,1,0,4,26,0,0,0,0,28,0,0,0,0,1,0,0,0,16,34,1,1,10,25,0,1,0,18,0,2,0,21,15,9,0,0,0,0,0,4.92916666666667,88.7083333333333,9.33333333333333,3.1375,100.264166666667,2.83333333333333,0,2
2016-03-17,44,0,5,21,16,2,1,40,1,0,0,0,4,8,19,0,0,0,0,21,0,0,0,0,0,0,2,0,17,24,4,1,12,19,0,2,0,19,0,0,0,24,7,7,2,0,0,0,0,5.71666666666667,84.3333333333333,5.75,3.03333333333333,99.5695833333333,22.7916666666667,0,3
2016-03-18,84,0,19,27,37,1,10,63,4,1,0,0,2,13,46,2,0,0,0,54,0,9,0,0,0,2,5,0,12,60,2,0,22,50,0,7,0,24,0,1,0,72,3,3,0,0,4,0,0,-0.8375,61.625,11.625,-8.2,100.035,5.95833333333333,0,4
2016-03-19,47,0,11,23,12,1,7,38,2,0,0,0,0,10,24,1,0,0,0,46,0,0,0,0,0,0,0,0,1,28,1,0,18,19,0,3,0,24,0,0,0,46,0,0,0,0,0,0,0,-4.45,46.25,9.45833333333333,-14.5041666666667,101.218333333333,18.375,1,5
2016-03-20,34,0,4,18,12,0,2,31,1,0,0,0,1,4,12,0,0,0,0,32,0,0,0,0,0,0,0,0,1,19,2,0,9,10,0,2,0,21,0,0,0,31,0,0,0,0,0,0,0,-3.63333333333333,50.25,7.04166666666667,-12.55,101.258333333333,4.66666666666667,1,6
2016-03-21,36,0,5,16,15,0,2,34,0,0,0,0,0,6,15,0,0,0,0,33,0,0,1,0,0,0,0,0,0,28,0,0,6,19,0,2,0,14,0,0,0,34,0,0,0,0,0,0,0,-0.533333333333333,41.9583333333333,7.91666666666667,-12.175,100.0975,26.125,0,0
2016-03-22,48,0,10,18,19,1,7,39,2,1,0,0,4,8,23,0,1,0,0,43,0,0,0,0,1,0,1,0,2,37,2,0,8,25,0,5,0,18,0,0,0,44,2,1,0,0,0,0,0,-0.708333333333333,57.5416666666667,5.33333333333333,-8.32083333333333,100.509583333333,21.5652173913043,0,1
2016-03-23,46,0,10,21,15,0,3,41,1,2,0,1,0,7,20,2,1,0,0,37,0,0,0,0,0,1,0,0,6,33,4,1,7,25,0,2,3,12,0,2,0,37,6,0,0,0,1,0,0,0.15,69.25,7.375,-5.34166666666667,100.817083333333,12.304347826087,0,2
