"Date","Autos","Autres","Bus","Camions","Camions.articules","Camions.legers","Camions.Lourds","Camions.porteurs","Ecoliers","Illegaux","Motos","Non.Utilise","Pietons","Tous","Velos","Cluster_1","Cluster_2","Cluster_3","Cluster_4","Cluster_5","Cluster_6","Cluster_7","Cluster_8","Cluster_9","Cluster_10"
"2018-08-29",17234,0,133,0,0,0,1809,0,0,0,0,0,46,0,5,0,0,0,0,0,0,0,0,1,0
"2018-08-30",43780,0,375,0,0,0,2603,0,0,0,0,0,1100,0,128,0,1,1,0,0,0,1,0,0,0
"2018-08-31",16946,0,113,0,0,0,1636,0,0,0,0,0,82,0,3,1,0,0,0,0,0,0,0,0,0
"2018-09-05",107358,0,1826,0,59,0,4263,659,0,0,0,0,29795,0,2150,0,1,0,2,0,1,1,0,0,0
"2018-09-06",191745,0,2919,0,0,0,7857,0,0,0,0,0,13733,0,592,2,1,1,1,1,0,0,0,0,0
"2018-09-07",200451,0,2948,0,0,0,6941,0,0,0,0,0,15236,0,609,0,2,1,0,0,0,1,0,0,2
"2018-09-08",182790,0,1912,0,51,0,1940,200,0,0,0,0,41443,0,2212,0,0,0,1,0,2,2,1,2,0
"2018-09-09",139637,0,1342,0,0,0,1116,0,0,0,0,0,12145,0,381,0,0,0,1,1,2,0,0,1,1
"2018-09-10",147628,0,2694,0,0,0,6262,0,0,0,0,0,3678,0,400,1,0,1,1,0,2,0,0,0,0
"2018-09-11",300438,0,5092,0,374,0,10216,2015,0,0,153,0,7849,0,768,0,3,0,0,1,1,1,1,3,0
"2018-09-12",168821,0,3132,0,0,0,6351,0,0,0,0,0,5547,0,423,1,0,0,1,1,0,0,1,0,1
"2018-09-13",341003,0,5375,0,1362,0,3875,7460,0,0,924,0,17947,0,2939,0,0,1,2,1,2,2,1,5,1
"2018-09-14",104987,0,1976,0,339,0,0,2185,0,0,0,0,10813,0,1205,0,0,1,1,0,0,0,0,1,0
"2018-09-15",77701,0,961,0,96,0,0,624,0,0,0,0,6756,0,751,0,0,0,0,0,1,1,0,1,0
"2018-09-18",259298,0,4609,0,0,0,8993,0,0,0,198,0,17116,0,1833,2,1,0,1,2,0,1,2,0,2
"2018-09-19",237296,0,4607,0,0,0,7365,0,0,0,0,0,14748,0,1054,0,1,1,2,0,1,1,0,3,0
"2018-09-20",464589,0,8456,0,342,0,8567,4144,0,0,0,0,77805,0,16910,4,4,4,0,3,6,1,4,3,0
"2018-09-21",46925,0,929,0,0,0,1327,0,0,0,0,0,19199,0,1642,0,0,1,0,0,0,1,0,0,0
"2018-09-22",47568,0,1389,0,4,0,457,65,0,0,0,0,27573,0,4319,0,0,0,1,0,1,1,1,0,0
"2018-09-23",29635,0,707,0,0,0,247,0,0,0,0,0,22350,0,2226,0,0,0,0,0,0,1,0,1,0
"2018-09-24",36325,0,935,0,0,0,1331,0,0,0,0,0,18454,0,2825,0,0,0,1,0,0,0,0,1,0
"2018-09-25",118317,0,2465,0,0,0,3744,0,0,0,0,0,20175,0,2146,3,0,0,0,0,1,2,0,1,0
"2018-09-26",332673,0,7472,0,513,0,3724,7976,0,0,0,0,126895,0,17008,1,2,1,0,2,1,2,2,4,1
"2018-09-27",231403,0,4561,0,0,0,6377,0,0,0,0,0,28130,0,7159,1,2,3,1,2,2,1,1,0,1
"2018-09-28",130365,0,2243,0,0,0,2531,0,0,0,0,0,19917,0,2248,0,0,1,0,1,1,0,0,0,1
"2018-09-29",127471,0,1436,0,0,0,1241,0,0,0,0,0,18860,0,1471,0,0,0,1,2,0,0,0,1,0
"2018-09-30",108691,0,1295,0,0,0,674,0,0,0,0,0,13432,0,1322,1,0,0,0,0,1,0,0,2,0
"2018-10-01",166935,0,2686,0,0,0,4498,0,0,0,0,0,16880,0,2071,0,1,0,0,1,2,0,0,1,0
"2018-10-02",395138,0,7427,0,0,0,10050,0,0,0,0,0,25197,0,1723,1,2,3,1,1,2,1,1,0,3
"2018-10-03",638942,0,10776,0,1111,0,9709,10231,0,0,0,0,58036,0,6818,2,2,1,1,2,1,0,6,4,2
"2018-10-04",298332,0,5244,0,0,0,7437,0,0,0,0,0,10888,0,934,0,0,3,0,2,0,1,0,2,1
"2018-10-05",36435,0,540,0,0,0,1243,0,0,0,0,0,491,0,104,0,0,0,0,0,0,1,0,0,0
"2018-10-06",23366,0,220,0,0,0,203,0,0,0,0,0,275,0,52,0,0,0,0,1,0,0,0,0,0
"2018-10-07",20177,0,202,0,0,0,86,0,0,0,0,0,278,0,47,0,0,0,0,0,0,0,0,0,1
"2018-10-10",15391,0,287,0,26,0,73,289,0,0,0,0,10516,0,1776,1,0,0,0,0,0,1,0,0,0
"2018-10-11",10001,0,441,0,0,0,120,0,0,0,0,0,457,0,4,0,0,0,0,1,0,0,0,0,0
"2018-10-12",16866,0,797,0,0,0,318,0,0,0,0,0,812,0,13,0,0,0,0,0,0,0,0,1,0
"2018-10-13",14231,0,386,0,0,0,125,0,0,0,0,0,433,0,19,0,0,0,0,1,0,0,0,0,0
"2018-10-14",12537,0,336,0,0,0,43,0,0,0,0,0,445,0,24,1,0,0,0,0,0,0,0,0,0
"2018-10-15",14656,0,795,0,0,0,244,0,0,0,0,0,699,0,7,0,0,0,0,0,0,0,0,1,0
"2018-10-16",295243,0,5908,0,0,0,9374,0,0,0,0,0,59786,0,17273,2,2,0,5,4,1,3,1,2,2
"2018-10-17",229422,0,4831,0,0,0,7324,0,0,0,0,0,55051,6785,2579,2,1,1,0,2,1,1,0,2,3
"2018-10-18",213732,0,4115,0,0,0,6667,0,0,0,0,0,44550,0,2114,3,0,0,1,0,1,2,1,1,1
"2018-10-23",21193,0,602,0,0,0,924,0,0,0,0,0,854,0,47,0,0,1,0,0,0,1,0,0,0
"2018-10-24",40410,0,1051,0,0,0,1341,0,0,0,0,0,1134,0,40,0,1,0,0,0,1,0,0,0,0
"2018-10-25",98483,0,1779,0,0,0,2471,0,0,0,0,0,3226,0,92,2,1,2,0,1,0,0,0,0,1
"2018-10-26",125837,0,1895,0,0,0,2914,0,0,0,0,0,8913,0,271,0,1,1,0,0,0,0,1,1,1
"2018-10-27",122583,0,1226,0,0,0,1226,0,0,0,0,0,4552,0,112,0,2,1,1,1,0,1,0,0,0
"2018-10-28",104595,0,1132,0,0,0,553,0,0,0,0,0,3588,0,67,0,0,1,0,0,1,0,1,2,1
"2018-10-29",111860,0,1904,0,0,0,2711,0,0,0,0,0,8867,0,201,1,1,1,0,0,0,0,1,1,0
"2018-10-30",279040,0,5357,0,0,0,8278,0,0,0,0,0,64118,0,847,2,2,0,0,4,1,1,0,1,1
"2018-10-31",287632,0,5515,0,0,0,7642,0,0,0,0,0,53085,0,614,1,1,0,3,0,3,1,2,1,1
"2018-11-01",215115,0,3632,0,0,0,6168,0,0,0,0,0,49655,0,507,1,0,1,0,1,1,0,1,1,2
"2018-11-02",19107,0,333,0,0,0,794,0,0,0,0,0,982,0,7,0,0,0,0,0,1,0,0,0,1
"2018-11-06",75020,0,1275,0,0,0,5973,0,0,0,0,0,54702,0,135,0,1,2,0,2,1,1,0,0,0
"2018-11-07",71293,0,795,0,0,0,5815,0,0,0,0,0,60598,0,114,1,0,0,0,1,0,1,1,0,1
"2018-11-08",103662,0,1021,0,45,0,6686,445,0,0,32,0,78635,0,361,0,1,1,0,1,0,1,1,0,2
"2018-11-09",21701,0,279,0,0,0,296,0,0,0,0,0,966,0,9,0,0,0,1,0,0,0,0,0,0
"2018-11-10",31731,0,235,0,0,0,256,0,0,0,0,0,1185,0,14,0,0,0,1,0,0,0,0,0,0
"2018-11-11",26871,0,228,0,0,0,114,0,0,0,0,0,888,0,12,1,0,0,0,0,0,0,0,0,0
"2018-11-12",29199,0,557,0,0,0,566,0,0,0,0,0,1571,0,21,0,0,0,0,0,0,0,0,0,1
"2018-11-13",116578,0,2539,0,0,0,7392,0,0,0,0,0,10010,0,496,1,0,1,3,0,1,0,1,1,0
"2018-11-14",111452,0,2246,0,0,0,6903,0,0,0,0,0,4308,0,42,0,0,0,0,2,0,0,1,1,1
"2018-11-15",225230,0,3978,0,190,0,7377,2514,0,0,0,0,27980,0,3995,1,2,2,0,1,1,2,0,2,3
"2018-11-16",9505,0,244,0,0,0,396,0,0,0,0,0,475,0,0,0,0,0,0,0,0,1,0,0,0
"2018-11-20",213082,0,3841,0,0,0,7347,0,0,0,0,0,91930,0,241,2,0,2,1,0,1,0,2,1,2
"2018-11-21",207233,0,3747,0,0,0,6764,0,0,0,0,0,90476,0,112,1,0,2,3,1,0,3,0,0,1
"2018-11-22",224222,0,3613,0,0,0,6490,0,0,0,0,0,90671,0,94,1,0,1,1,2,0,0,2,3,0
"2018-11-23",17402,0,143,0,0,0,777,0,0,0,0,0,1503,0,4,0,0,0,0,1,0,0,0,0,0
"2018-11-24",14876,0,132,0,0,0,221,0,0,0,0,0,1147,0,3,0,0,0,0,0,0,0,0,1,0
"2018-11-25",11522,0,116,0,0,0,170,0,0,0,0,0,679,0,5,0,1,0,0,0,0,0,0,0,0
"2018-11-26",104450,0,2372,0,0,0,3746,0,0,0,0,0,33489,0,109,0,0,0,0,0,2,0,0,1,1
"2018-11-27",273020,0,6670,0,0,0,9352,0,0,0,0,0,48038,0,147,1,2,3,1,0,3,2,5,0,0
"2018-11-28",299118,0,6516,0,0,0,9569,0,0,0,0,0,52201,0,202,0,1,0,1,2,1,1,5,0,2
"2018-11-29",289493,0,6042,0,35,0,9133,418,0,0,0,0,56890,0,397,2,0,3,1,0,3,0,1,2,0
"2018-11-30",78773,0,2081,0,0,0,2402,0,0,0,0,0,32096,0,68,0,0,0,0,0,0,1,1,0,0
"2018-12-01",38395,0,740,0,0,0,505,0,0,0,0,0,7218,0,14,0,0,0,0,0,0,1,0,1,0
"2018-12-02",30453,0,650,0,0,0,292,0,0,0,0,0,4572,0,15,1,0,0,0,0,1,0,0,0,0
"2018-12-04",24890,0,286,0,0,0,721,0,0,0,0,0,1491,0,18,1,0,0,0,0,0,0,0,1,0
"2018-12-06",32036,0,1211,0,0,0,1312,0,0,0,0,0,12815,0,111,0,0,0,0,0,0,3,0,0,0
"2018-12-10",19004,0,207,0,0,0,2450,0,0,0,0,0,84,0,2,0,0,0,0,0,1,0,0,0,0
"2018-12-11",48888,0,569,0,0,0,5352,0,0,0,0,0,19718,0,67,0,0,0,0,0,0,0,1,0,1
"2018-12-12",49547,0,546,0,0,0,5157,0,0,0,0,0,18820,0,25,0,0,1,0,0,0,0,0,0,1
"2018-12-13",51171,0,629,0,0,0,5163,0,0,0,0,0,20436,0,28,1,0,0,0,0,0,1,0,0,0
"2018-12-14",35056,0,356,0,0,0,4578,0,0,0,0,0,108,0,7,0,0,0,0,0,0,0,0,1,0
"2018-12-15",9397,0,20,0,0,0,855,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0
"2018-12-16",6890,0,22,0,0,0,461,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
"2018-12-17",14180,0,164,0,0,0,2081,0,0,0,0,0,46,0,0,0,0,0,0,1,0,0,0,0,0
"2019-01-23",11187,0,250,0,171,0,0,606,0,0,0,0,269,0,9,1,0,0,0,0,0,0,1,0,0
"2019-02-05",13276,0,172,0,0,0,377,0,0,0,0,0,4321,0,99,1,1,0,0,0,0,0,1,0,0
"2019-02-06",12521,0,155,0,0,0,207,0,0,0,0,0,5111,0,5,1,0,0,0,0,0,0,1,0,0
"2019-02-20",42325,0,1080,0,0,0,595,0,0,0,0,0,4738,0,14,1,0,1,1,0,2,0,1,1,0
"2019-03-06",4367,0,109,0,14,0,0,142,0,0,0,0,2305,0,38,0,0,0,0,1,0,0,0,0,0
"2019-03-13",5580,0,43,0,0,0,85,0,0,0,0,0,1700,0,85,0,0,0,0,0,0,0,1,1,0
"2019-03-26",17472,0,224,0,90,0,0,395,0,0,0,0,154,0,9,0,0,0,0,1,0,0,0,0,0
"2019-03-27",39838,0,986,0,0,0,1261,0,0,0,0,0,14930,0,22,0,0,0,0,0,1,1,2,2,0
"2019-04-03",114836,0,1643,0,408,0,0,4212,0,0,0,0,39547,0,1783,0,2,1,2,0,1,1,1,1,0
"2019-04-10",219183,0,2630,0,266,0,0,5541,0,0,0,0,68288,0,2071,1,2,4,2,2,1,0,0,0,0
"2019-04-16",254268,0,2857,0,254,0,0,6291,0,0,0,0,110737,0,12114,2,2,1,1,2,0,1,1,1,1
"2019-04-17",35824,0,370,0,0,0,532,0,0,0,0,0,13624,0,564,0,1,2,0,0,0,0,0,1,1
"2019-04-24",66098,0,1251,0,108,0,0,1817,0,0,0,0,9772,0,591,0,0,0,0,1,1,0,0,2,1
"2019-04-25",2997,0,36,0,0,0,25,0,0,0,0,0,609,0,57,0,0,0,1,0,0,0,0,0,0
"2019-05-02",60717,0,734,0,82,0,406,914,0,0,113,0,8843,0,1548,0,1,0,0,1,0,1,0,2,2
"2019-05-07",132059,0,2053,0,0,0,6312,0,0,0,0,0,6940,0,248,0,0,0,0,1,0,3,0,0,1
"2019-05-08",198252,0,3037,0,181,0,6647,2937,0,0,0,0,57300,0,6831,0,1,2,1,1,2,0,1,1,1
"2019-05-09",155149,0,2393,0,18,0,6723,328,0,0,55,0,10984,0,896,0,0,2,0,1,1,0,1,0,1
"2019-05-10",61928,0,993,0,0,0,2232,0,0,0,0,0,4148,0,24,1,0,1,1,0,0,0,1,0,1
"2019-05-11",51638,0,507,0,0,0,793,0,0,0,0,0,3289,0,84,0,0,1,1,0,0,0,0,0,0
"2019-05-12",42509,0,442,0,0,0,452,0,0,0,0,0,2711,0,107,0,0,0,0,0,0,1,1,0,0
"2019-05-13",53148,0,915,0,0,0,2574,0,0,0,0,0,4099,0,80,0,0,1,1,0,0,0,0,0,0
"2019-05-14",50879,0,1230,0,0,0,1618,0,0,0,0,0,33815,0,259,1,0,1,1,1,0,0,1,0,1
"2019-05-15",62696,0,1417,0,62,0,1495,563,0,0,0,0,54172,0,1847,0,0,1,0,0,1,0,1,2,0
"2019-05-16",95677,0,1856,0,160,0,1469,1393,0,0,330,0,53702,0,1638,1,0,0,0,0,1,1,0,1,3
"2019-05-21",24734,0,195,0,0,0,383,0,0,0,0,0,3695,0,3430,0,1,1,0,0,0,0,0,0,1
"2019-05-22",65111,0,1150,0,0,0,1990,0,0,0,0,0,12917,0,9210,0,0,0,0,1,0,1,0,2,1
"2019-05-23",54181,0,504,0,0,0,1642,0,0,0,0,0,6897,0,4743,0,1,0,0,0,0,2,0,0,0
"2019-05-24",56690,0,510,0,0,0,1377,0,0,0,0,0,9250,0,6367,0,0,1,0,0,0,1,1,0,0
"2019-05-25",50570,0,222,0,0,0,441,0,0,0,0,0,10960,0,5827,0,0,0,0,1,0,0,2,0,0
"2019-05-26",46988,0,210,0,0,0,363,0,0,0,0,0,10345,0,8106,1,0,2,0,0,0,0,0,0,0
"2019-05-27",51815,0,499,0,0,0,1810,0,0,0,0,0,7286,0,7351,0,0,0,0,0,0,1,1,1,0
"2019-05-28",72701,0,1340,0,0,0,2649,0,0,0,0,0,8195,0,2750,2,0,0,2,1,0,1,0,0,1
"2019-05-29",47190,0,1044,0,0,0,1729,0,0,0,0,0,6350,0,410,0,0,0,1,0,1,0,0,0,2
"2019-05-30",77794,0,1350,0,79,0,1799,878,0,0,0,0,16369,0,1218,1,0,0,0,1,0,2,1,1,0
"2019-06-04",70284,0,1713,0,0,0,2511,0,0,0,0,0,9219,0,242,0,1,0,0,0,1,0,1,0,1
"2019-06-05",94178,0,2190,0,0,0,2938,0,0,0,0,0,12420,0,684,1,0,0,1,1,3,1,0,1,0
"2019-06-06",143540,0,3058,0,56,0,2603,1157,0,0,93,0,24274,0,7938,1,3,1,2,1,1,0,2,0,1
"2019-06-07",32656,0,520,0,0,0,2521,0,0,0,0,0,68,0,14,0,0,0,0,0,0,0,0,0,1
"2019-06-08",41646,0,468,0,5,0,588,123,0,0,0,0,1001,0,236,1,0,0,0,1,0,0,0,0,0
"2019-06-09",50681,0,923,0,9,0,430,149,0,0,0,0,28127,0,5493,1,0,0,0,0,0,0,1,1,2
"2019-06-10",96812,0,1152,0,0,0,3877,0,0,0,0,0,4967,0,464,1,0,1,0,1,0,1,1,0,0
"2019-06-11",219087,0,4004,0,184,0,4304,1572,0,0,0,0,19684,0,1397,1,0,0,1,2,0,0,1,2,1
"2019-06-12",139124,0,1467,0,0,0,4354,0,0,0,0,0,8841,0,917,0,0,1,1,1,1,0,0,0,0
"2019-06-13",214414,0,2986,0,146,0,4400,1531,0,0,0,0,32838,0,3928,2,1,0,0,1,1,2,0,0,0
"2019-06-14",150474,0,1457,0,0,0,3990,0,0,0,0,0,8147,0,532,0,0,1,1,1,0,0,0,1,0
"2019-06-15",106142,0,690,0,0,0,1108,0,0,0,0,0,5501,0,360,1,1,0,0,0,1,0,0,1,0
"2019-06-16",74233,0,553,0,0,0,516,0,0,0,0,0,6100,0,564,0,1,0,0,0,0,0,1,0,1
"2019-06-17",36895,0,474,0,0,0,1580,0,0,0,0,0,2405,0,230,0,0,0,1,1,0,0,0,1,0
"2019-06-18",87778,0,977,0,0,0,3023,0,0,0,0,0,12946,0,3009,0,0,1,0,1,2,0,2,0,1
"2019-06-19",77869,0,951,0,0,0,2689,0,0,0,0,0,8987,0,610,0,0,1,0,1,0,1,0,1,0
"2019-06-20",119101,0,1382,0,78,0,2773,759,0,0,0,0,9675,0,1530,0,0,1,2,0,0,2,1,1,1
"2019-07-03",158101,0,2065,0,0,0,3692,0,0,0,0,0,2021,0,320,0,1,2,1,0,1,0,0,0,0
"2019-07-04",188897,0,2422,0,20,0,3941,382,0,0,126,0,3026,0,821,0,1,0,1,0,1,2,1,0,0
"2019-07-05",174458,0,2204,0,0,0,3648,0,0,0,0,0,2067,0,273,1,0,0,1,0,0,1,0,1,1
"2019-07-06",149316,0,1272,0,0,0,1181,0,0,0,0,0,1637,0,211,2,1,0,0,0,1,0,0,1,0
"2019-07-07",132970,0,1148,0,0,0,596,0,0,0,0,0,1525,0,296,0,0,1,0,3,1,0,0,0,0
"2019-07-08",160537,0,2225,0,0,0,3480,0,0,0,0,0,2235,0,334,0,0,0,2,2,0,0,1,0,0
"2019-07-09",322894,0,5955,0,0,0,10746,0,0,0,0,0,15093,0,980,1,2,0,1,1,1,1,2,0,4
"2019-07-10",175178,0,3928,0,0,0,7622,0,0,0,0,0,13054,0,528,1,1,1,0,1,0,3,1,1,1
"2019-07-11",161918,0,3621,0,0,0,6779,0,0,0,0,0,9983,0,246,1,0,1,0,0,2,2,1,0,1
"2019-07-12",47758,0,534,0,0,0,1418,0,0,0,0,0,2529,0,291,0,0,0,0,0,1,1,0,0,0
"2019-07-13",55622,0,479,0,0,0,505,0,0,0,0,0,2421,0,296,0,0,1,0,0,0,0,1,0,1
"2019-07-14",64652,0,554,0,0,0,390,0,0,0,0,0,2490,0,425,0,0,0,0,0,1,0,0,0,2
"2019-07-15",68079,0,708,0,0,0,2707,0,0,0,0,0,2906,0,472,0,0,1,0,0,0,2,0,0,0
"2019-07-16",165000,0,2809,0,2,0,4382,71,0,0,0,0,9604,0,1832,1,1,1,1,0,2,2,1,1,1
"2019-07-17",219001,0,3339,0,22,0,6239,235,0,0,0,0,23361,0,6672,1,3,2,1,2,1,4,0,3,3
"2019-07-18",172946,0,2903,0,13,0,4060,238,0,0,0,0,13638,0,3182,2,0,0,1,1,2,0,1,0,2
"2019-08-01",19027,0,411,0,11,0,0,186,0,0,0,0,2234,0,1252,0,0,0,0,0,0,0,0,0,1
"2019-08-05",4134,0,139,0,0,0,95,0,0,0,0,0,130,0,21,0,0,1,0,0,0,0,0,0,0
"2019-08-06",184512,0,3555,0,0,0,5733,0,0,0,0,0,14832,0,3394,1,1,1,0,1,1,4,2,1,0
"2019-08-07",182254,0,3539,0,0,0,5729,0,0,0,0,0,14189,0,1752,1,3,1,2,0,2,2,0,0,0
"2019-08-08",224116,0,4520,0,75,0,5699,626,0,0,0,0,15206,0,2432,3,0,0,0,1,3,2,2,0,1
"2019-08-09",52749,0,1476,0,94,0,1236,600,0,0,0,0,1572,0,239,1,1,0,1,0,0,0,0,0,0
"2019-08-10",29776,0,596,0,0,0,285,0,0,0,0,0,2788,0,265,0,0,0,0,0,1,0,1,0,0
"2019-08-11",27339,0,570,0,0,0,127,0,0,0,0,0,2834,0,352,0,0,0,0,0,1,0,1,0,0
"2019-08-12",65413,0,1191,0,0,0,3557,0,0,0,0,0,6673,0,498,2,0,0,0,0,1,0,1,0,2
"2019-08-13",149765,0,2130,0,0,0,7186,0,0,0,0,0,16660,0,4555,0,1,2,0,1,1,1,1,2,1
"2019-08-14",151332,0,2050,0,0,0,7110,0,0,0,0,0,16055,0,4749,0,1,2,0,1,1,0,3,1,1
"2019-08-15",146527,0,1906,0,0,0,6985,0,0,0,0,0,14925,0,4740,1,1,1,1,1,1,1,1,1,1
"2019-08-16",45918,0,751,0,0,0,3734,0,0,0,0,0,3459,0,219,1,0,0,0,0,1,0,1,0,0
"2019-08-17",34597,0,531,0,0,0,708,0,0,0,0,0,2816,0,180,0,1,0,0,1,1,0,0,0,0
"2019-08-18",30901,0,529,0,0,0,372,0,0,0,0,0,2497,0,225,1,0,0,0,0,0,1,0,0,1
"2019-08-19",49852,0,843,0,0,0,3037,0,0,0,0,0,57904,0,461,1,0,0,0,1,3,0,1,1,0
"2019-08-20",115544,0,2304,0,0,0,6997,0,0,0,0,0,80325,0,697,0,1,0,2,0,1,2,1,0,1
"2019-08-21",147059,0,2497,0,0,0,7563,0,0,0,0,0,86318,0,6805,1,3,1,0,0,1,3,1,1,2
"2019-08-22",124846,0,2021,0,0,0,5678,0,0,0,0,0,88080,0,818,1,0,1,2,1,0,1,1,1,0
"2019-08-23",82543,0,874,0,0,0,2607,0,0,0,0,0,92195,0,610,0,0,0,0,1,2,1,0,0,0
"2019-08-24",91351,0,1156,0,14,0,728,167,0,0,0,0,74621,0,616,0,0,0,1,1,1,2,0,0,0
"2019-08-25",64605,0,642,0,0,0,441,0,0,0,0,0,58394,0,577,1,0,1,0,0,0,0,1,1,0
"2019-08-26",31265,0,437,0,0,0,1411,0,0,0,0,0,15858,0,200,0,0,0,1,1,0,0,0,0,2
"2019-08-27",125811,0,2010,0,0,0,5077,0,0,0,0,0,18065,0,933,0,1,1,0,0,0,2,0,2,2
"2019-08-28",126428,0,2202,0,0,0,4784,0,0,0,0,0,14308,0,482,1,0,0,0,0,2,2,1,2,0
"2019-08-29",131722,0,2260,0,0,0,5171,0,0,0,0,0,18429,0,851,2,1,0,1,2,0,0,0,1,1
"2019-09-03",27360,0,469,0,0,0,343,0,0,0,0,0,12927,0,2076,1,1,1,0,0,0,0,0,0,0
"2019-09-04",53744,0,927,0,0,0,1537,0,0,0,0,0,19582,0,2162,1,0,0,0,0,0,1,0,1,0
"2019-09-05",56150,0,1004,0,0,0,1633,0,0,0,0,0,25442,0,5223,0,1,0,0,0,0,1,1,0,0
"2019-09-06",59703,0,982,0,0,0,1296,0,0,0,0,0,39019,0,3019,1,0,0,1,1,0,0,1,0,0
"2019-09-07",63074,0,991,0,0,0,661,0,0,0,0,0,45847,0,2756,2,0,0,0,0,1,0,0,0,1
"2019-09-08",56534,0,873,0,0,0,354,0,0,0,0,0,43245,0,3124,0,2,0,0,0,0,0,0,1,1
"2019-09-09",107571,0,1987,0,0,0,2361,0,0,0,0,0,43187,0,5308,0,1,4,0,0,0,0,0,1,1
"2019-09-10",207091,0,3869,0,0,0,5672,0,0,0,0,0,30378,0,3084,1,1,2,1,1,1,2,2,0,0
"2019-09-11",179535,0,3245,0,0,0,3912,0,0,0,0,0,9785,0,571,1,0,1,1,0,1,0,2,1,0
"2019-09-12",188389,0,3166,0,0,0,4419,0,0,0,0,0,10337,0,713,1,1,0,0,0,1,0,2,0,2
"2019-09-13",119871,0,2055,0,0,0,2420,0,0,0,0,0,5414,0,216,1,0,1,1,0,0,0,0,0,0
"2019-09-14",96392,0,889,0,0,0,672,0,0,0,0,0,3400,0,166,0,0,0,0,1,0,0,0,2,0
"2019-09-15",83487,0,782,0,0,0,376,0,0,0,0,0,3461,0,237,0,1,0,1,0,0,0,0,0,1
"2019-09-16",60591,0,1383,0,0,0,1865,0,0,0,0,0,3033,0,153,0,0,0,0,2,0,0,0,0,1
"2019-09-17",174169,0,3816,0,0,0,5056,0,0,0,0,0,19994,0,7311,3,1,0,2,1,3,0,1,1,2
"2019-09-18",121272,0,2755,0,0,0,2634,0,0,0,0,0,14211,0,566,1,0,1,1,0,2,0,1,1,1
"2019-09-19",126351,0,2699,0,0,0,2670,0,0,0,0,0,14151,0,523,1,0,2,0,2,1,0,0,1,1
"2019-09-20",791,0,7,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0
"2019-09-24",202035,0,3511,0,0,0,6507,0,0,0,0,0,68049,0,3861,0,3,2,1,1,0,2,1,0,0
"2019-09-25",229281,0,4049,0,0,0,6819,0,0,0,0,0,87341,0,3992,0,2,1,4,4,1,0,1,0,1
"2019-09-26",257197,0,4403,0,0,0,7399,0,0,0,0,0,77739,0,3338,3,2,2,2,3,0,1,5,1,0
"2019-10-01",224554,0,5318,0,0,0,8364,0,0,0,0,0,11500,0,526,1,1,1,2,0,1,0,1,2,2
"2019-10-02",236050,0,5431,0,0,0,8557,0,0,0,0,0,14627,0,843,0,2,1,1,3,1,1,1,1,0
"2019-10-03",245057,0,5479,0,0,0,8737,0,0,0,0,0,14062,0,818,1,0,2,2,2,0,1,2,1,0
"2019-10-09",12980,0,64,0,104,0,0,518,0,0,0,0,15448,0,1128,1,1,0,0,1,0,0,0,0,0
"2019-10-10",118090,0,1873,0,0,0,4373,0,0,0,0,0,10971,0,830,0,2,2,0,1,0,1,2,0,0
"2019-10-16",120008,0,2587,0,384,0,1221,2588,0,0,0,0,21919,0,5435,1,1,2,1,1,0,2,2,0,0
"2019-10-17",49738,0,1537,0,0,0,1100,0,0,0,0,0,4706,0,25,0,0,1,0,0,0,0,0,1,0
"2019-10-18",52531,0,1558,0,0,0,1153,0,0,0,0,0,6992,0,103,0,0,1,0,0,0,0,1,0,0
"2019-10-19",46605,0,766,0,0,0,445,0,0,0,0,0,6293,0,177,0,0,0,1,0,0,0,0,1,0
"2019-10-20",40302,0,660,0,0,0,214,0,0,0,0,0,5730,0,148,0,0,0,0,0,1,0,0,0,1
"2019-10-21",47482,0,1401,0,0,0,1142,0,0,0,0,0,7370,0,190,0,0,1,0,1,0,0,0,0,0
"2019-10-22",209129,0,6073,0,0,0,8210,0,0,0,0,0,15733,0,325,3,2,0,0,1,0,2,3,0,0
"2019-10-23",163253,0,4475,0,0,0,6874,0,0,0,0,0,9812,0,198,2,0,0,0,1,3,0,1,1,1
"2019-10-24",168239,0,4432,0,0,0,6882,0,0,0,0,0,9876,0,209,0,0,1,0,1,0,2,1,2,2
"2019-10-29",181516,0,2551,0,262,0,5298,1840,0,0,0,0,27699,0,5096,2,1,3,1,0,0,2,0,2,2
"2019-10-30",121440,0,1673,0,0,0,5220,0,0,0,0,0,12553,0,617,2,1,1,0,0,1,0,0,1,0
"2019-10-31",119172,0,1603,0,0,0,4273,0,0,0,0,0,10167,0,303,0,2,1,0,1,0,1,0,1,0
"2019-11-05",100733,0,1084,0,0,0,7353,0,0,0,0,0,8661,0,256,0,1,0,1,0,0,1,1,1,1
"2019-11-06",102004,0,1172,0,0,0,7313,0,0,0,0,0,10071,0,436,0,0,0,1,1,1,1,0,0,2
"2019-11-07",105758,0,1175,0,0,0,7753,0,0,0,0,0,9026,0,211,2,0,1,0,0,1,1,0,0,1
"2019-11-19",100987,0,1627,0,0,0,2119,0,0,0,0,0,33194,0,132,0,1,0,0,1,0,1,1,2,0
